Document,Word,WordDifficultyScore,WordDifficulty
Academic Articles,near,0.01,easy
Academic Articles,earth,0.0,easy
Academic Articles,considerable,0.54,easy
Academic Articles,dynamic,0.62,hard
Academic Articles,energy,0.17,easy
Academic Articles,conversion,0.57,hard
Academic Articles,transport,0.22,easy
Academic Articles,occur,0.48,easy
Academic Articles,radius,0.66,hard
Academic Articles,previous,0.08,easy
Academic Articles,simultaneous,0.81,hard
Academic Articles,region,0.45,easy
Academic Articles,cal,0.72,hard
Academic Articles,time,0.0,easy
Academic Articles,panel,0.37,easy
Academic Articles,particle,0.71,hard
Academic Articles,potentially,0.74,hard
Academic Articles,combined,0.55,hard
Academic Articles,measure,0.06,easy
Academic Articles,structure,0.09,easy
Academic Articles,dynamic,0.62,hard
Academic Articles,available,0.03,easy
Academic Articles,driving,0.17,easy
Academic Articles,current,0.01,easy
Academic Articles,research,0.26,easy
Academic Articles,operational,0.71,hard
Academic Articles,detailed,0.58,hard
Academic Articles,plasma,0.7,hard
Academic Articles,ion,0.73,hard
Academic Articles,composition,0.59,hard
Academic Articles,example,0.0,easy
Academic Articles,outflow,0.72,hard
Academic Articles,however,0.0,easy
Academic Articles,information,0.03,easy
Academic Articles,ion,0.73,hard
Academic Articles,composition,0.59,hard
Academic Articles,mostly,0.22,easy
Academic Articles,come,0.0,easy
Academic Articles,observation,0.37,easy
Academic Articles,gap,0.57,hard
Academic Articles,predict,0.69,hard
Academic Articles,characterize,0.77,hard
Academic Articles,hazardous,0.75,hard
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,space,0.0,easy
Academic Articles,white,0.0,easy
Academic Articles,significant,0.42,easy
Academic Articles,technological,0.77,hard
Academic Articles,enable,0.53,easy
Academic Articles,sophisticated,0.7,hard
Academic Articles,mass,0.1,easy
Academic Articles,design,0.05,easy
Academic Articles,previously,0.42,easy
Academic Articles,possible,0.0,easy
Academic Articles,another,0.0,easy
Academic Articles,cold,0.0,easy
Academic Articles,plasma,0.7,hard
Academic Articles,distribution,0.22,easy
Academic Articles,variability,0.79,hard
Academic Articles,fundamental,0.57,hard
Academic Articles,research,0.26,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,require,0.3,easy
Academic Articles,cold,0.0,easy
Academic Articles,plasma,0.7,hard
Academic Articles,many,0.0,easy
Academic Articles,plasma,0.7,hard
Academic Articles,radiation,0.47,easy
Academic Articles,belt,0.44,easy
Academic Articles,ring,0.08,easy
Academic Articles,current,0.01,easy
Academic Articles,cold,0.0,easy
Academic Articles,particle,0.71,hard
Academic Articles,less,0.0,easy
Academic Articles,therefore,0.11,easy
Academic Articles,least,0.0,easy
Academic Articles,studied,0.54,easy
Academic Articles,often,0.0,easy
Academic Articles,dominate,0.68,hard
Academic Articles,plasma,0.7,hard
Academic Articles,density,0.69,hard
Academic Articles,recent,0.03,easy
Academic Articles,white,0.0,easy
Academic Articles,detailed,0.58,hard
Academic Articles,cold,0.0,easy
Academic Articles,plasma,0.7,hard
Academic Articles,promising,0.59,hard
Academic Articles,affordable,0.78,hard
Academic Articles,cost,0.05,easy
Academic Articles,pathfinder,0.76,hard
Academic Articles,originally,0.59,hard
Academic Articles,low,0.0,easy
Academic Articles,inclination,0.66,hard
Academic Articles,geo,0.76,hard
Academic Articles,synchronous,0.77,hard
Academic Articles,transfer,0.29,easy
Academic Articles,electron,0.71,hard
Academic Articles,proton,0.76,hard
Academic Articles,detector,0.75,hard
Academic Articles,demonstrate,0.6,hard
Academic Articles,large,0.0,easy
Academic Articles,near,0.01,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,important,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,plasma,0.7,hard
Academic Articles,roughly,0.65,hard
Academic Articles,earth,0.0,easy
Academic Articles,even,0.0,easy
Academic Articles,provide,0.04,easy
Academic Articles,essential,0.33,easy
Academic Articles,spatial,0.74,hard
Academic Articles,context,0.12,easy
Academic Articles,ionosphere,0.76,hard
Academic Articles,resolve,0.43,easy
Academic Articles,meso,0.76,hard
Academic Articles,scale,0.05,easy
Academic Articles,example,0.0,easy
Academic Articles,energetic,0.72,hard
Academic Articles,neutral,0.51,easy
Academic Articles,atom,0.6,hard
Academic Articles,auroral,0.77,hard
Academic Articles,monitor,0.5,easy
Academic Articles,key,0.0,easy
Academic Articles,transition,0.55,hard
Academic Articles,recent,0.03,easy
Academic Articles,energetic,0.72,hard
Academic Articles,neutral,0.51,easy
Academic Articles,atom,0.6,hard
Academic Articles,themis,0.76,hard
Academic Articles,network,0.38,easy
Academic Articles,flow,0.22,easy
Academic Articles,coming,0.01,easy
Academic Articles,earthward,0.78,hard
Academic Articles,storm,0.38,easy
Academic Articles,commencement,0.73,hard
Academic Articles,dynamic,0.62,hard
Academic Articles,although,0.0,easy
Academic Articles,mission,0.19,easy
Academic Articles,recently,0.18,easy
Academic Articles,themis,0.76,hard
Academic Articles,operate,0.5,easy
Academic Articles,camera,0.05,easy
Academic Articles,situation,0.05,easy
Academic Articles,important,0.0,easy
Academic Articles,important,0.0,easy
Academic Articles,asset,0.71,hard
Academic Articles,system,0.0,easy
Academic Articles,numerical,0.75,hard
Academic Articles,modeling,0.73,hard
Academic Articles,essential,0.33,easy
Academic Articles,global,0.65,hard
Academic Articles,improving,0.71,hard
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,require,0.3,easy
Academic Articles,connect,0.49,easy
Academic Articles,various,0.06,easy
Academic Articles,regional,0.67,hard
Academic Articles,incorporate,0.74,hard
Academic Articles,dynamic,0.62,hard
Academic Articles,global,0.65,hard
Academic Articles,model,0.15,easy
Academic Articles,example,0.0,easy
Academic Articles,transport,0.22,easy
Academic Articles,mag,0.74,hard
Academic Articles,however,0.0,easy
Academic Articles,differentiation,0.81,hard
Academic Articles,adiabatic,0.81,hard
Academic Articles,kinetic,0.73,hard
Academic Articles,scale,0.05,easy
Academic Articles,physic,0.74,hard
Academic Articles,critical,0.41,easy
Academic Articles,likely,0.06,easy
Academic Articles,require,0.3,easy
Academic Articles,new,0.0,easy
Academic Articles,computational,0.83,hard
Academic Articles,macro,0.72,hard
Academic Articles,micro,0.76,hard
Academic Articles,scale,0.05,easy
Academic Articles,modeling,0.73,hard
Academic Articles,effort,0.07,easy
Academic Articles,combined,0.55,hard
Academic Articles,data,0.13,easy
Academic Articles,assimilation,0.75,hard
Academic Articles,see,0.0,easy
Academic Articles,chapter,0.54,easy
Academic Articles,although,0.0,easy
Academic Articles,highest,0.45,easy
Academic Articles,resolution,0.32,easy
Academic Articles,complex,0.02,easy
Academic Articles,global,0.65,hard
Academic Articles,resolution,0.32,easy
Academic Articles,practical,0.47,easy
Academic Articles,goal,0.36,easy
Academic Articles,must,0.0,easy
Academic Articles,include,0.12,easy
Academic Articles,full,0.0,easy
Academic Articles,solar,0.73,hard
Academic Articles,ionosphere,0.76,hard
Academic Articles,various,0.06,easy
Academic Articles,neutral,0.51,easy
Academic Articles,atmosphere,0.28,easy
Academic Articles,center,0.03,easy
Academic Articles,environment,0.61,hard
Academic Articles,see,0.0,easy
Academic Articles,figure,0.02,easy
Academic Articles,session,0.26,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,panel,0.37,easy
Academic Articles,accurate,0.64,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,essential,0.33,easy
Academic Articles,running,0.0,easy
Academic Articles,accurate,0.64,hard
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,used,0.0,easy
Academic Articles,outer,0.61,hard
Academic Articles,boundary,0.69,hard
Academic Articles,condition,0.04,easy
Academic Articles,internal,0.45,easy
Academic Articles,boundary,0.69,hard
Academic Articles,orbit,0.63,hard
Academic Articles,state,0.0,easy
Academic Articles,always,0.0,easy
Academic Articles,available,0.03,easy
Academic Articles,appropriate,0.41,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,lead,0.0,easy
Academic Articles,time,0.0,easy
Academic Articles,accurate,0.64,hard
Academic Articles,system,0.0,easy
Academic Articles,require,0.3,easy
Academic Articles,equally,0.34,easy
Academic Articles,accurate,0.64,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,actually,0.0,easy
Academic Articles,pointed,0.49,easy
Academic Articles,variability,0.79,hard
Academic Articles,bow,0.37,easy
Academic Articles,shock,0.07,easy
Academic Articles,see,0.0,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,panel,0.37,easy
Academic Articles,artificial,0.69,hard
Academic Articles,neural,0.74,hard
Academic Articles,important,0.0,easy
Academic Articles,well,0.0,easy
Academic Articles,radiation,0.47,easy
Academic Articles,belt,0.44,easy
Academic Articles,electron,0.71,hard
Academic Articles,throughout,0.05,easy
Academic Articles,inner,0.43,easy
Academic Articles,input,0.25,easy
Academic Articles,data,0.13,easy
Academic Articles,low,0.0,easy
Academic Articles,earth,0.0,easy
Academic Articles,orbit,0.63,hard
Academic Articles,electron,0.71,hard
Academic Articles,flux,0.46,easy
Academic Articles,geomagnetic,0.84,hard
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,ionosphere,0.76,hard
Academic Articles,panel,0.37,easy
Academic Articles,recent,0.03,easy
Academic Articles,white,0.0,easy
Academic Articles,complement,0.63,hard
Academic Articles,panel,0.37,easy
Academic Articles,powerful,0.18,easy
Academic Articles,modeling,0.73,hard
Academic Articles,hybrid,0.7,hard
Academic Articles,kinetic,0.73,hard
Academic Articles,provide,0.04,easy
Academic Articles,improve,0.45,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,prediction,0.75,hard
Academic Articles,increasing,0.45,easy
Academic Articles,machine,0.06,easy
Academic Articles,learning,0.24,easy
Academic Articles,deep,0.0,easy
Academic Articles,learning,0.24,easy
Academic Articles,physic,0.74,hard
Academic Articles,emulator,0.81,hard
Academic Articles,already,0.0,easy
Academic Articles,successfully,0.62,hard
Academic Articles,applied,0.43,easy
Academic Articles,automatic,0.33,easy
Academic Articles,event,0.05,easy
Academic Articles,identification,0.67,hard
Academic Articles,feature,0.11,easy
Academic Articles,detection,0.71,hard
Academic Articles,uncertainty,0.74,hard
Academic Articles,quantification,0.8,hard
Academic Articles,benefit,0.41,easy
Academic Articles,therefore,0.11,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,data,0.13,easy
Academic Articles,science,0.04,easy
Academic Articles,engineering,0.68,hard
Academic Articles,related,0.3,easy
Academic Articles,panel,0.37,easy
Academic Articles,specific,0.22,easy
Academic Articles,modeling,0.73,hard
Academic Articles,directly,0.18,easy
Academic Articles,benefit,0.41,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,user,0.23,easy
Academic Articles,community,0.1,easy
Academic Articles,example,0.0,easy
Academic Articles,constrain,0.75,hard
Academic Articles,radiation,0.47,easy
Academic Articles,environment,0.61,hard
Academic Articles,efficient,0.65,hard
Academic Articles,engineering,0.68,hard
Academic Articles,satellite,0.65,hard
Academic Articles,design,0.05,easy
Academic Articles,radiation,0.47,easy
Academic Articles,important,0.0,easy
Academic Articles,cell,0.0,easy
Academic Articles,voltage,0.71,hard
Academic Articles,degradation,0.76,hard
Academic Articles,current,0.01,easy
Academic Articles,statistical,0.78,hard
Academic Articles,see,0.0,easy
Academic Articles,science,0.04,easy
Academic Articles,mission,0.19,easy
Academic Articles,directorate,0.78,hard
Academic Articles,division,0.12,easy
Academic Articles,workshop,0.7,hard
Academic Articles,program,0.0,easy
Academic Articles,lunar,0.74,hard
Academic Articles,planetary,0.69,hard
Academic Articles,institute,0.72,hard
Academic Articles,space,0.0,easy
Academic Articles,research,0.26,easy
Academic Articles,association,0.54,easy
Academic Articles,figure,0.02,easy
Academic Articles,modeling,0.73,hard
Academic Articles,approach,0.08,easy
Academic Articles,coupling,0.71,hard
Academic Articles,ionosphere,0.76,hard
Academic Articles,atmosphere,0.28,easy
Academic Articles,linked,0.66,hard
Academic Articles,meaning,0.21,easy
Academic Articles,length,0.06,easy
Academic Articles,scale,0.05,easy
Academic Articles,source,0.05,easy
Academic Articles,university,0.52,easy
Academic Articles,applied,0.43,easy
Academic Articles,physic,0.74,hard
Academic Articles,laboratory,0.76,hard
Academic Articles,key,0.0,easy
Academic Articles,strategic,0.69,hard
Academic Articles,model,0.15,easy
Academic Articles,connect,0.49,easy
Academic Articles,critical,0.41,easy
Academic Articles,resolution,0.32,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,shown,0.04,easy
Academic Articles,data,0.13,easy
Academic Articles,van,0.25,easy
Academic Articles,accurately,0.71,hard
Academic Articles,predict,0.69,hard
Academic Articles,voltage,0.71,hard
Academic Articles,statistical,0.78,hard
Academic Articles,model,0.15,easy
Academic Articles,additional,0.42,easy
Academic Articles,transfer,0.29,easy
Academic Articles,orbit,0.63,hard
Academic Articles,magnetic,0.65,hard
Academic Articles,local,0.01,easy
Academic Articles,time,0.0,easy
Academic Articles,radiation,0.47,easy
Academic Articles,environment,0.61,hard
Academic Articles,could,0.0,easy
Academic Articles,another,0.0,easy
Academic Articles,important,0.0,easy
Academic Articles,user,0.23,easy
Academic Articles,need,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,information,0.03,easy
Academic Articles,atmospheric,0.78,hard
Academic Articles,input,0.25,easy
Academic Articles,ionosphere,0.76,hard
Academic Articles,atmosphere,0.28,easy
Academic Articles,see,0.0,easy
Academic Articles,figure,0.02,easy
Academic Articles,subsequent,0.68,hard
Academic Articles,upwell,0.78,hard
Academic Articles,atmosphere,0.28,easy
Academic Articles,satellite,0.65,hard
Academic Articles,drag,0.09,easy
Academic Articles,space,0.0,easy
Academic Articles,traffic,0.44,easy
Academic Articles,collision,0.72,hard
Academic Articles,avoidance,0.74,hard
Academic Articles,wind,0.05,easy
Academic Articles,capture,0.43,easy
Academic Articles,global,0.65,hard
Academic Articles,effect,0.0,easy
Academic Articles,phenomenon,0.69,hard
Academic Articles,poorly,0.56,hard
