year,month,day,0000,0300,0600,0900,1200,1500,1800,2100,Date_Number
2004,10,17,0,1,1,1,1,0,1,1,20041017
2004,10,18,0,0,0,1,1,2,2,2,20041018
2004,10,19,0,1,0,1,2,2,1,1,20041019
2004,10,20,1,3,3,1,4,4,1,2,20041020
2004,10,21,2,3,3,1,2,2,2,1,20041021
2004,10,22,2,2,1,1,2,2,2,1,20041022
2004,10,23,0,0,1,1,1,2,1,1,20041023
2004,10,24,2,0,0,1,2,3,4,2,20041024
2004,10,25,2,3,3,4,3,2,2,1,20041025
2004,10,26,1,0,0,0,1,1,1,0,20041026
2004,10,27,0,0,0,1,1,2,1,2,20041027
2004,10,28,1,1,0,0,1,1,1,1,20041028
2004,10,29,0,0,1,3,3,2,3,1,20041029
2004,10,30,4,3,3,4,3,3,2,3,20041030
2004,10,31,3,2,1,2,3,2,2,3,20041031
2004,11,01,2,1,1,1,2,2,1,1,20041101
2004,11,02,1,0,0,2,1,2,2,1,20041102
2004,11,03,0,0,0,3,2,3,3,4,20041103
2004,11,04,1,2,2,1,1,3,2,2,20041104
2004,11,05,3,1,0,0,1,1,1,0,20041105
2004,11,06,0,0,0,0,1,1,1,1,20041106
2004,11,07,1,2,1,3,3,5,6,7,20041107
2004,11,08,9,9,9,8,6,3,4,5,20041108
2004,11,09,6,6,5,7,6,7,8,7,20041109
2004,11,10,8,8,9,9,7,6,5,4,20041110
2004,11,11,4,5,4,4,2,3,2,4,20041111
2004,11,12,5,5,4,5,4,3,3,4,20041112
2004,11,13,2,2,4,2,2,2,1,1,20041113
2004,11,14,4,2,2,2,2,2,2,1,20041114
2004,11,15,0,0,1,0,1,1,1,0,20041115
2004,11,16,0,1,3,3,2,2,2,2,20041116
2004,11,17,1,1,3,2,1,1,1,1,20041117
2004,11,18,0,0,0,1,1,1,1,1,20041118
2004,11,19,0,2,0,0,1,2,2,2,20041119
2004,11,20,3,4,3,4,4,3,3,3,20041120
2004,11,21,2,1,3,5,4,3,2,2,20041121
2004,11,22,1,4,4,3,1,2,2,1,20041122
2004,11,23,2,1,1,1,1,2,1,2,20041123
2004,11,24,2,1,1,3,2,2,1,2,20041124
2004,11,25,4,5,3,4,4,3,2,2,20041125
2004,11,26,3,3,4,3,2,2,2,3,20041126
2004,11,27,1,2,3,2,3,3,3,2,20041127
2004,11,28,3,3,5,2,2,3,2,2,20041128
2004,11,29,3,3,3,3,3,3,3,4,20041129
2004,11,30,3,4,3,2,3,3,3,3,20041130
2004,12,01,1,3,5,2,1,2,1,2,20041201
2004,12,02,1,1,2,0,1,2,1,1,20041202
2004,12,03,0,1,1,0,1,1,1,1,20041203
2004,12,04,0,0,0,0,0,1,0,0,20041204
2004,12,05,0,1,4,2,1,2,2,1,20041205
2004,12,06,1,3,4,4,4,4,4,3,20041206
2004,12,07,2,5,2,3,3,3,3,2,20041207
2004,12,08,3,2,3,2,2,2,3,2,20041208
2004,12,09,2,1,1,4,2,2,2,1,20041209
2004,12,10,1,2,2,3,3,2,3,3,20041210
2004,12,11,1,1,3,2,4,3,4,4,20041211
2004,12,12,5,4,5,5,4,5,3,3,20041212
2004,12,13,4,3,3,1,1,2,1,1,20041213
2004,12,14,0,1,2,3,2,1,2,2,20041214
2004,12,15,1,1,2,1,1,2,2,2,20041215
2004,12,16,1,3,2,1,2,2,4,3,20041216
2004,12,17,3,4,4,3,2,3,2,3,20041217
2004,12,18,4,4,2,2,3,2,1,1,20041218
2004,12,19,1,0,1,1,1,2,1,1,20041219
2004,12,20,2,0,1,1,1,1,1,1,20041220
2004,12,21,2,1,3,5,2,3,2,2,20041221
2004,12,22,3,4,4,5,3,3,2,2,20041222
2004,12,23,1,2,1,1,1,2,2,2,20041223
2004,12,24,0,0,0,1,1,2,1,1,20041224
2004,12,25,3,4,4,2,1,1,2,2,20041225
2004,12,26,3,3,2,2,2,3,2,2,20041226
2004,12,27,1,1,3,1,1,1,3,2,20041227
2004,12,28,3,2,2,3,2,3,4,4,20041228
2004,12,29,4,4,3,4,4,2,2,2,20041229
2004,12,30,2,3,4,3,3,4,2,3,20041230
2004,12,31,3,1,3,2,3,2,1,1,20041231
2005,01,01,1,4,3,2,3,3,4,3,20050101
2005,01,02,4,4,5,4,3,5,3,5,20050102
2005,01,03,4,4,3,3,5,4,3,2,20050103
2005,01,04,4,4,3,4,4,4,3,3,20050104
2005,01,05,5,4,5,4,3,3,1,2,20050105
2005,01,06,2,0,0,0,0,1,3,1,20050106
2005,01,07,1,0,0,1,6,6,4,7,20050107
2005,01,08,6,6,3,4,3,3,2,2,20050108
2005,01,09,1,1,0,3,1,1,1,1,20050109
2005,01,10,1,1,1,1,2,2,2,2,20050110
2005,01,11,1,4,4,2,2,3,2,3,20050111
2005,01,12,4,5,3,5,5,3,3,3,20050112
2005,01,13,2,4,2,2,3,3,3,3,20050113
2005,01,14,2,2,2,1,1,1,4,4,20050114
2005,01,15,3,6,4,3,3,3,3,2,20050115
2005,01,16,2,2,2,2,3,3,2,3,20050116
2005,01,17,5,4,3,7,7,7,5,3,20050117
2005,01,18,6,5,7,5,6,6,4,5,20050118
2005,01,19,6,6,6,7,6,4,3,4,20050119
2005,01,20,2,1,1,2,4,4,3,3,20050120
2005,01,21,3,1,3,2,2,8,8,6,20050121
2005,01,22,5,6,3,3,3,3,4,3,20050122
2005,01,23,4,4,3,3,3,4,3,2,20050123
2005,01,24,2,1,1,2,2,2,2,1,20050124
2005,01,25,1,0,1,1,1,1,2,1,20050125
2005,01,26,1,1,0,1,1,1,1,1,20050126
2005,01,27,0,0,0,0,1,2,1,1,20050127
2005,01,28,2,2,1,0,1,1,3,2,20050128
2005,01,29,3,2,3,4,3,3,4,4,20050129
2005,01,30,3,4,3,4,3,2,2,2,20050130
2005,01,31,3,2,3,4,5,4,3,1,20050131
2005,02,01,3,0,1,2,1,2,2,2,20050201
2005,02,02,1,1,3,2,2,2,3,1,20050202
2005,02,03,1,4,3,1,1,2,1,1,20050203
2005,02,04,0,0,0,1,2,1,1,1,20050204
2005,02,05,1,1,1,0,1,0,1,1,20050205
2005,02,06,2,2,4,1,1,1,2,3,20050206
2005,02,07,3,3,2,3,5,4,5,5,20050207
2005,02,08,4,6,4,3,4,4,4,4,20050208
2005,02,09,3,4,5,4,4,3,3,3,20050209
2005,02,10,4,4,3,3,4,2,3,2,20050210
2005,02,11,2,3,3,3,2,1,3,2,20050211
2005,02,12,2,2,1,1,1,1,2,0,20050212
2005,02,13,1,1,1,1,0,1,2,1,20050213
2005,02,14,0,2,1,1,1,1,2,2,20050214
2005,02,15,1,1,2,0,1,1,2,2,20050215
2005,02,16,2,1,2,4,4,3,3,3,20050216
2005,02,17,1,2,0,1,2,2,2,3,20050217
2005,02,18,5,4,4,3,4,4,3,2,20050218
2005,02,19,1,2,3,4,4,3,3,2,20050219
2005,02,20,4,3,3,0,2,3,2,2,20050220
2005,02,21,3,3,1,2,1,2,1,2,20050221
2005,02,22,1,1,0,0,1,2,2,1,20050222
2005,02,23,1,1,2,1,1,2,1,1,20050223
2005,02,24,0,0,1,1,3,1,2,2,20050224
2005,02,25,1,1,2,2,2,3,3,2,20050225
2005,02,26,2,2,2,3,3,3,2,2,20050226
2005,02,27,0,2,3,1,3,2,2,1,20050227
2005,02,28,1,3,3,3,3,3,1,4,20050228
2005,03,01,2,1,3,3,2,2,2,4,20050301
2005,03,02,3,3,3,3,3,3,1,1,20050302
2005,03,03,1,1,0,1,1,2,2,1,20050303
2005,03,04,1,0,0,0,1,1,1,0,20050304
2005,03,05,1,3,2,2,2,2,3,3,20050305
2005,03,06,5,3,5,4,3,5,4,5,20050306
2005,03,07,5,5,6,4,4,4,5,4,20050307
2005,03,08,4,5,5,3,3,3,3,4,20050308
2005,03,09,3,4,4,3,3,3,4,4,20050309
2005,03,10,3,3,3,3,3,3,2,1,20050310
2005,03,11,2,2,2,1,2,1,1,1,20050311
2005,03,12,1,1,1,0,1,1,2,1,20050312
2005,03,13,1,0,0,1,2,2,2,3,20050313
2005,03,14,4,4,3,4,5,3,2,2,20050314
2005,03,15,2,1,1,1,1,1,1,1,20050315
2005,03,16,0,0,1,1,3,2,2,2,20050316
2005,03,17,3,3,2,4,2,3,2,2,20050317
2005,03,18,1,1,2,3,1,3,3,3,20050318
2005,03,19,5,4,2,2,2,1,1,1,20050319
2005,03,20,1,2,1,2,2,1,1,1,20050320
2005,03,21,1,1,1,3,4,2,1,1,20050321
2005,03,22,0,0,1,0,1,1,1,2,20050322
2005,03,23,1,0,0,0,1,1,2,2,20050323
2005,03,24,0,1,1,1,3,2,2,2,20050324
2005,03,25,1,4,5,3,3,3,2,3,20050325
2005,03,26,2,4,4,4,3,2,2,2,20050326
2005,03,27,2,1,4,3,3,3,3,2,20050327
2005,03,28,1,2,1,0,1,1,2,2,20050328
2005,03,29,0,1,1,0,1,2,2,3,20050329
2005,03,30,2,3,4,2,1,2,1,1,20050330
2005,03,31,1,3,3,2,1,2,3,2,20050331
2005,04,01,1,3,4,2,2,2,1,1,20050401
2005,04,02,1,0,1,1,1,2,1,1,20050402
2005,04,03,1,2,1,1,1,2,2,2,20050403
2005,04,04,1,2,2,2,2,4,4,5,20050404
2005,04,05,7,7,5,3,3,3,3,4,20050405
2005,04,06,3,2,2,3,2,3,3,3,20050406
2005,04,07,2,2,3,2,2,2,1,1,20050407
2005,04,08,2,0,1,1,1,1,2,1,20050408
2005,04,09,2,1,0,1,1,2,2,1,20050409
2005,04,10,1,0,0,1,2,2,1,1,20050410
2005,04,11,1,1,0,1,2,3,4,3,20050411
2005,04,12,6,5,3,4,4,3,4,4,20050412
2005,04,13,2,4,4,4,5,5,4,4,20050413
2005,04,14,4,5,3,3,3,2,3,2,20050414
2005,04,15,3,4,2,2,3,3,2,3,20050415
2005,04,16,3,2,1,1,2,2,2,2,20050416
2005,04,17,1,2,2,1,1,1,1,1,20050417
2005,04,18,1,3,2,1,2,2,2,2,20050418
2005,04,19,2,2,4,1,2,2,2,2,20050419
2005,04,20,2,5,4,4,4,3,2,2,20050420
2005,04,21,2,0,1,1,1,2,1,1,20050421
2005,04,22,2,2,1,1,3,2,3,2,20050422
2005,04,23,1,1,2,2,2,2,2,2,20050423
2005,04,24,3,4,2,2,2,2,2,2,20050424
2005,04,25,3,4,3,2,2,1,1,2,20050425
2005,04,26,1,0,1,1,2,2,2,1,20050426
2005,04,27,1,0,0,1,2,2,2,1,20050427
2005,04,28,0,0,1,1,2,1,2,1,20050428
2005,04,29,1,1,3,2,2,2,4,4,20050429
2005,04,30,5,4,3,3,4,3,3,3,20050430
2005,05,01,5,6,4,3,3,3,3,2,20050501
2005,05,02,2,2,2,1,2,2,2,2,20050502
2005,05,03,3,2,2,3,3,3,2,1,20050503
2005,05,04,3,3,1,1,1,2,2,1,20050504
2005,05,05,1,1,1,3,1,2,2,1,20050505
2005,05,06,1,0,0,1,2,2,2,2,20050506
2005,05,07,2,1,0,1,2,2,3,4,20050507
2005,05,08,6,6,4,5,7,6,4,4,20050508
2005,05,09,3,3,1,1,1,2,3,4,20050509
2005,05,10,3,3,3,2,2,2,2,2,20050510
2005,05,11,1,0,2,3,2,3,3,4,20050511
2005,05,12,3,4,3,4,2,3,3,3,20050512
2005,05,13,5,5,5,3,3,4,3,2,20050513
2005,05,14,2,1,3,2,2,2,2,2,20050514
2005,05,15,5,5,9,8,4,4,4,5,20050515
2005,05,16,4,6,5,3,4,5,2,2,20050516
2005,05,17,4,4,4,3,3,3,2,3,20050517
2005,05,18,3,3,4,3,4,3,2,2,20050518
2005,05,19,2,3,3,2,2,2,3,3,20050519
2005,05,20,3,6,6,4,4,3,2,3,20050520
2005,05,21,3,4,4,4,3,3,3,3,20050521
2005,05,22,4,2,3,4,3,2,3,2,20050522
2005,05,23,2,1,1,1,3,3,2,1,20050523
2005,05,24,1,1,1,1,1,1,2,2,20050524
2005,05,25,2,1,2,1,1,2,2,1,20050525
2005,05,26,1,1,0,1,1,1,1,1,20050526
2005,05,27,1,1,1,1,1,2,1,1,20050527
2005,05,28,1,3,2,2,2,4,4,4,20050528
2005,05,29,3,4,3,3,2,3,3,6,20050529
2005,05,30,4,3,6,7,6,7,5,4,20050530
2005,05,31,4,4,3,3,3,3,3,3,20050531
2005,06,01,3,3,1,2,1,2,2,1,20050601
2005,06,02,2,2,2,2,1,2,2,3,20050602
2005,06,03,2,3,3,2,2,2,2,2,20050603
2005,06,04,2,1,3,2,3,4,5,4,20050604
2005,06,05,4,3,5,3,2,3,3,3,20050605
2005,06,06,3,3,3,1,1,2,3,4,20050606
2005,06,07,4,5,4,2,3,2,3,3,20050607
2005,06,08,2,2,1,2,1,2,1,1,20050608
2005,06,09,1,1,0,2,2,2,2,1,20050609
2005,06,10,2,1,1,1,1,1,1,2,20050610
2005,06,11,2,1,1,1,1,2,2,3,20050611
2005,06,12,2,2,4,4,4,5,5,6,20050612
2005,06,13,5,6,4,4,4,3,3,2,20050613
2005,06,14,2,2,2,2,2,2,4,3,20050614
2005,06,15,3,5,5,3,4,3,3,2,20050615
2005,06,16,1,2,2,6,5,4,4,3,20050616
2005,06,17,4,4,3,2,2,3,3,2,20050617
2005,06,18,1,2,3,1,2,2,2,1,20050618
2005,06,19,2,1,2,2,2,2,2,2,20050619
2005,06,20,1,1,1,2,1,2,1,1,20050620
2005,06,21,1,0,0,0,1,1,2,1,20050621
2005,06,22,2,2,1,2,1,1,2,3,20050622
2005,06,23,4,4,7,5,5,4,4,3,20050623
2005,06,24,4,5,3,3,3,1,1,2,20050624
2005,06,25,3,3,1,2,2,3,2,3,20050625
2005,06,26,3,3,2,2,2,2,2,1,20050626
2005,06,27,1,0,0,1,2,2,2,1,20050627
2005,06,28,1,1,1,1,2,2,2,2,20050628
2005,06,29,2,1,1,2,2,2,2,2,20050629
2005,06,30,1,1,1,2,2,3,2,3,20050630
2005,07,01,2,2,2,1,3,4,4,4,20050701
2005,07,02,4,3,2,2,2,2,3,3,20050702
2005,07,03,4,3,2,3,3,2,2,2,20050703
2005,07,04,1,3,2,1,2,2,2,2,20050704
2005,07,05,1,1,1,2,2,1,1,1,20050705
2005,07,06,1,1,1,1,2,2,2,2,20050706
2005,07,07,2,1,2,1,2,2,2,3,20050707
2005,07,08,2,2,1,1,1,2,2,2,20050708
2005,07,09,3,3,3,3,4,4,3,4,20050709
2005,07,10,4,4,5,5,6,5,5,5,20050710
2005,07,11,4,3,5,3,4,3,4,3,20050711
2005,07,12,5,6,5,6,6,5,3,2,20050712
2005,07,13,3,4,5,5,5,4,3,4,20050713
2005,07,14,2,4,3,3,2,2,1,1,20050714
2005,07,15,1,2,2,1,1,2,2,2,20050715
2005,07,16,2,2,2,1,1,3,3,3,20050716
2005,07,17,3,2,3,5,3,3,3,5,20050717
2005,07,18,5,6,6,3,3,2,2,3,20050718
2005,07,19,3,2,3,1,2,2,2,3,20050719
2005,07,20,4,3,3,3,4,3,3,4,20050720
2005,07,21,5,5,4,5,2,3,2,3,20050721
2005,07,22,3,3,2,2,3,3,3,3,20050722
2005,07,23,2,1,1,1,1,1,2,1,20050723
2005,07,24,1,1,1,1,3,2,2,1,20050724
2005,07,25,2,2,1,1,1,2,2,2,20050725
2005,07,26,1,1,2,1,2,2,2,2,20050726
2005,07,27,2,2,3,2,3,3,4,5,20050727
2005,07,28,3,5,4,4,5,3,3,4,20050728
2005,07,29,3,4,3,4,3,4,3,3,20050729
2005,07,30,4,4,4,3,1,1,2,2,20050730
2005,07,31,2,3,2,1,3,2,2,3,20050731
2005,08,01,4,1,3,4,3,3,3,3,20050801
2005,08,02,3,3,2,3,3,2,2,2,20050802
2005,08,03,2,3,2,1,2,3,3,3,20050803
2005,08,04,3,3,4,3,2,2,2,3,20050804
2005,08,05,2,2,1,1,2,3,3,3,20050805
2005,08,06,5,5,5,5,4,3,4,3,20050806
2005,08,07,3,5,4,4,2,2,2,3,20050807
2005,08,08,2,2,3,1,2,2,1,3,20050808
2005,08,09,3,3,2,2,2,2,3,3,20050809
2005,08,10,3,2,4,5,5,3,2,2,20050810
2005,08,11,1,1,2,1,2,2,2,2,20050811
2005,08,12,1,1,1,1,2,2,2,3,20050812
2005,08,13,3,4,2,3,3,2,3,3,20050813
2005,08,14,4,4,2,2,2,2,2,2,20050814
2005,08,15,1,1,1,1,2,3,2,3,20050815
2005,08,16,3,4,4,4,3,3,3,3,20050816
2005,08,17,4,4,3,2,3,3,3,4,20050817
2005,08,18,3,3,4,4,3,2,3,3,20050818
2005,08,19,2,1,2,3,2,2,1,2,20050819
2005,08,20,2,1,1,0,2,2,2,2,20050820
2005,08,21,1,1,1,1,2,4,2,2,20050821
2005,08,22,3,4,1,2,2,3,3,3,20050822
2005,08,23,3,2,2,2,2,3,2,2,20050823
2005,08,24,3,3,7,9,8,5,6,5,20050824
2005,08,25,5,4,3,3,4,5,3,2,20050825
2005,08,26,3,4,4,2,2,2,2,2,20050826
2005,08,27,3,1,2,2,2,2,1,1,20050827
2005,08,28,2,2,0,1,1,1,2,3,20050828
2005,08,29,2,4,2,1,2,1,1,1,20050829
2005,08,30,1,0,0,0,1,1,3,2,20050830
2005,08,31,2,2,2,3,5,6,6,5,20050831
2005,09,01,5,5,3,3,4,2,2,2,20050901
2005,09,02,3,4,5,4,4,5,5,4,20050902
2005,09,03,6,6,4,5,3,3,2,4,20050903
2005,09,04,4,4,5,5,3,3,2,3,20050904
2005,09,05,4,2,3,4,2,3,3,2,20050905
2005,09,06,3,2,0,2,2,3,1,2,20050906
2005,09,07,4,3,2,3,2,4,4,1,20050907
2005,09,08,3,2,1,1,1,2,2,3,20050908
2005,09,09,1,2,0,1,4,4,4,4,20050909
2005,09,10,2,2,5,3,4,5,5,5,20050910
2005,09,11,5,7,9,7,6,5,5,4,20050911
2005,09,12,6,4,6,6,5,6,5,6,20050912
2005,09,13,6,5,6,6,5,3,4,4,20050913
2005,09,14,3,3,5,5,5,3,3,2,20050914
2005,09,15,3,2,3,5,6,7,5,4,20050915
2005,09,16,4,4,3,4,3,2,3,2,20050916
2005,09,17,2,2,1,3,3,3,3,3,20050917
2005,09,18,1,3,4,4,3,2,2,1,20050918
2005,09,19,2,2,2,2,2,2,2,1,20050919
2005,09,20,1,2,2,2,2,1,2,1,20050920
2005,09,21,1,1,2,2,2,1,1,1,20050921
2005,09,22,2,2,2,1,2,3,2,1,20050922
2005,09,23,1,3,3,1,2,2,2,2,20050923
2005,09,24,1,1,1,0,1,1,1,1,20050924
2005,09,25,1,0,0,2,3,2,0,2,20050925
2005,09,26,4,3,2,3,4,2,2,3,20050926
2005,09,27,3,4,2,3,2,2,1,3,20050927
2005,09,28,3,3,4,2,2,3,2,2,20050928
2005,09,29,2,1,1,2,2,2,1,1,20050929
2005,09,30,1,2,1,3,4,3,2,2,20050930
2005,10,01,3,4,3,3,3,2,3,3,20051001
2005,10,02,4,3,4,2,2,3,2,2,20051002
2005,10,03,2,3,2,2,1,1,2,1,20051003
2005,10,04,1,1,0,0,1,1,1,1,20051004
2005,10,05,0,1,1,0,1,1,2,1,20051005
2005,10,06,1,1,1,1,1,1,1,1,20051006
2005,10,07,1,2,2,2,2,2,3,4,20051007
2005,10,08,4,4,4,4,3,2,4,3,20051008
2005,10,09,3,2,1,2,2,1,3,3,20051009
2005,10,10,2,3,3,3,2,0,1,3,20051010
2005,10,11,3,2,0,0,1,1,1,2,20051011
2005,10,12,0,0,0,0,0,0,0,1,20051012
2005,10,13,1,0,2,1,1,0,2,1,20051013
2005,10,14,1,2,0,0,0,1,1,0,20051014
2005,10,15,0,1,0,0,1,0,0,1,20051015
2005,10,16,1,1,2,2,2,2,2,3,20051016
2005,10,17,3,4,3,2,3,3,1,1,20051017
2005,10,18,1,3,1,1,2,1,1,1,20051018
2005,10,19,2,2,2,2,2,3,0,1,20051019
2005,10,20,1,0,2,1,0,0,0,1,20051020
2005,10,21,0,0,0,0,0,1,1,3,20051021
2005,10,22,4,2,1,0,1,0,1,1,20051022
2005,10,23,0,0,0,0,1,1,1,1,20051023
2005,10,24,1,0,0,0,2,2,2,2,20051024
2005,10,25,4,3,4,4,2,3,3,3,20051025
2005,10,26,1,2,3,2,1,2,1,1,20051026
2005,10,27,3,0,0,1,3,2,1,1,20051027
2005,10,28,1,0,2,2,2,1,1,1,20051028
2005,10,29,1,0,1,0,0,1,0,1,20051029
2005,10,30,2,2,0,0,1,0,1,2,20051030
2005,10,31,1,1,1,2,3,4,3,4,20051031
2005,11,01,3,2,0,2,2,3,1,2,20051101
2005,11,02,1,1,0,0,0,1,3,3,20051102
2005,11,03,3,5,3,4,3,4,3,4,20051103
2005,11,04,4,4,3,3,3,3,4,2,20051104
2005,11,05,2,3,4,1,2,2,1,2,20051105
2005,11,06,3,3,2,2,2,2,3,2,20051106
2005,11,07,3,1,2,1,1,1,1,1,20051107
2005,11,08,1,0,1,1,1,1,0,1,20051108
2005,11,09,2,0,0,0,0,1,0,1,20051109
2005,11,10,0,0,1,0,0,0,1,1,20051110
2005,11,11,1,2,1,1,2,2,1,1,20051111
2005,11,12,2,3,2,2,3,3,2,1,20051112
2005,11,13,3,4,3,3,3,3,2,3,20051113
2005,11,14,4,3,2,2,2,1,2,2,20051114
2005,11,15,1,1,2,2,2,0,0,1,20051115
2005,11,16,0,2,0,0,1,1,1,1,20051116
2005,11,17,1,0,2,1,0,0,0,0,20051117
2005,11,18,0,0,1,1,2,1,1,1,20051118
2005,11,19,1,0,0,0,1,4,4,3,20051119
2005,11,20,1,2,3,2,1,2,1,2,20051120
2005,11,21,2,2,0,0,1,1,0,1,20051121
2005,11,22,0,1,2,2,2,2,2,2,20051122
2005,11,23,1,3,3,2,2,2,1,2,20051123
2005,11,24,1,1,2,3,2,2,3,3,20051124
2005,11,25,3,4,3,2,1,2,2,1,20051125
2005,11,26,2,0,2,2,2,1,0,1,20051126
2005,11,27,0,0,1,1,0,1,0,1,20051127
2005,11,28,0,1,2,2,4,2,2,3,20051128
2005,11,29,2,0,0,1,0,2,1,3,20051129
2005,11,30,3,2,2,4,3,1,2,3,20051130
2005,12,01,4,2,1,2,2,2,2,4,20051201
2005,12,02,3,4,3,3,2,1,3,2,20051202
2005,12,03,4,2,1,2,2,3,3,3,20051203
2005,12,04,1,0,1,1,2,1,2,1,20051204
2005,12,05,1,1,0,0,0,0,0,1,20051205
2005,12,06,0,0,1,1,1,0,1,1,20051206
2005,12,07,0,0,0,0,0,0,0,0,20051207
2005,12,08,0,0,0,0,0,1,0,1,20051208
2005,12,09,1,0,0,0,1,1,1,3,20051209
2005,12,10,3,4,3,1,2,2,4,2,20051210
2005,12,11,3,2,3,4,2,5,5,3,20051211
2005,12,12,2,3,1,0,1,2,3,2,20051212
2005,12,13,0,2,1,0,3,1,1,2,20051213
2005,12,14,0,1,2,1,0,0,0,1,20051214
2005,12,15,0,0,1,1,0,0,0,0,20051215
2005,12,16,1,3,1,1,1,1,1,1,20051216
2005,12,17,0,1,1,2,2,1,0,1,20051217
2005,12,18,1,0,0,1,1,0,0,1,20051218
2005,12,19,2,1,0,0,2,2,4,3,20051219
2005,12,20,4,3,3,2,3,2,4,3,20051220
2005,12,21,1,2,2,2,3,3,1,2,20051221
2005,12,22,2,1,1,1,1,1,1,1,20051222
2005,12,23,0,0,0,0,0,1,0,0,20051223
2005,12,24,0,0,0,1,2,1,1,1,20051224
2005,12,25,1,3,2,2,3,1,0,0,20051225
2005,12,26,1,0,1,0,2,2,3,3,20051226
2005,12,27,3,0,0,1,2,5,5,4,20051227
2005,12,28,3,3,3,3,3,3,3,3,20051228
2005,12,29,3,2,3,2,2,2,1,2,20051229
2005,12,30,2,3,1,2,1,2,1,2,20051230
2005,12,31,3,2,3,1,2,3,1,2,20051231
2006,01,01,2,1,0,0,2,1,1,1,20060101
2006,01,02,1,2,1,2,1,1,1,2,20060102
2006,01,03,2,0,0,0,1,1,1,1,20060103
2006,01,04,0,1,0,0,0,0,0,0,20060104
2006,01,05,0,0,1,2,2,0,0,1,20060105
2006,01,06,1,2,2,2,3,2,1,1,20060106
2006,01,07,1,1,2,2,1,2,1,0,20060107
2006,01,08,0,1,2,2,2,0,0,1,20060108
2006,01,09,0,1,0,0,0,0,1,0,20060109
2006,01,10,0,0,0,0,0,1,0,0,20060110
2006,01,11,0,0,0,0,1,1,1,1,20060111
2006,01,12,1,1,1,1,0,0,0,1,20060112
2006,01,13,1,0,0,0,1,1,0,1,20060113
2006,01,14,0,1,0,1,1,1,1,1,20060114
2006,01,15,2,1,0,0,0,2,2,2,20060115
2006,01,16,0,3,2,2,4,3,4,3,20060116
2006,01,17,2,3,2,2,2,2,1,1,20060117
2006,01,18,2,1,1,2,1,2,1,1,20060118
2006,01,19,2,1,2,2,3,2,1,2,20060119
2006,01,20,1,1,0,1,2,3,3,2,20060120
2006,01,21,1,2,1,1,1,0,0,1,20060121
2006,01,22,1,1,1,2,3,3,0,2,20060122
2006,01,23,1,4,3,4,3,2,2,3,20060123
2006,01,24,3,4,2,0,1,0,1,1,20060124
2006,01,25,1,1,0,1,1,1,3,3,20060125
2006,01,26,4,4,2,3,3,6,5,4,20060126
2006,01,27,3,1,2,2,2,2,2,2,20060127
2006,01,28,2,1,2,2,1,1,2,2,20060128
2006,01,29,1,1,1,0,1,1,0,0,20060129
2006,01,30,1,0,0,0,0,1,0,0,20060130
2006,01,31,0,0,0,0,1,1,0,1,20060131
2006,02,01,0,0,2,1,2,1,0,2,20060201
2006,02,02,1,0,0,1,1,0,1,2,20060202
2006,02,03,0,0,0,1,0,1,2,1,20060203
2006,02,04,1,2,2,1,1,0,0,1,20060204
2006,02,05,1,0,2,0,0,0,1,1,20060205
2006,02,06,1,4,2,2,3,2,3,3,20060206
2006,02,07,1,1,1,0,1,1,1,2,20060207
2006,02,08,2,0,2,1,1,0,0,0,20060208
2006,02,09,0,0,0,0,1,0,1,1,20060209
2006,02,10,1,0,0,0,0,0,1,2,20060210
2006,02,11,2,1,2,0,2,3,1,1,20060211
2006,02,12,2,2,1,0,1,0,0,0,20060212
2006,02,13,0,0,0,0,1,1,0,1,20060213
2006,02,14,0,0,0,0,0,0,0,1,20060214
2006,02,15,0,1,1,3,2,2,4,4,20060215
2006,02,16,3,2,3,3,1,0,1,2,20060216
2006,02,17,1,3,2,0,1,0,0,1,20060217
2006,02,18,0,0,0,0,1,0,0,1,20060218
2006,02,19,2,2,2,0,0,1,2,2,20060219
2006,02,20,2,2,3,4,4,6,2,2,20060220
2006,02,21,3,4,3,4,3,3,3,2,20060221
2006,02,22,4,3,3,3,3,2,1,2,20060222
2006,02,23,1,2,2,1,0,0,0,0,20060223
2006,02,24,2,2,0,3,3,0,0,0,20060224
2006,02,25,1,0,0,0,0,0,0,1,20060225
2006,02,26,0,2,1,0,1,2,1,2,20060226
2006,02,27,1,1,2,0,1,0,0,2,20060227
2006,02,28,0,0,0,3,2,1,1,2,20060228
2006,03,01,2,2,1,2,3,2,1,1,20060301
2006,03,02,0,1,1,1,1,1,2,1,20060302
2006,03,03,1,0,0,1,1,2,2,1,20060303
2006,03,04,0,0,1,0,0,1,0,1,20060304
2006,03,05,1,0,0,0,1,1,2,1,20060305
2006,03,06,0,0,1,1,3,3,3,3,20060306
2006,03,07,4,4,3,3,2,1,0,1,20060307
2006,03,08,2,1,0,0,1,1,1,2,20060308
2006,03,09,0,1,0,0,0,2,3,2,20060309
2006,03,10,1,3,2,3,3,2,2,4,20060310
2006,03,11,4,3,3,3,1,3,2,1,20060311
2006,03,12,0,1,2,1,1,2,2,1,20060312
2006,03,13,0,0,0,1,0,1,2,2,20060313
2006,03,14,0,0,0,1,2,2,2,2,20060314
2006,03,15,1,2,1,2,2,2,3,1,20060315
2006,03,16,1,2,2,2,1,2,1,2,20060316
2006,03,17,0,0,0,0,1,1,1,1,20060317
